id	title	abstract	labels
492011049	Long-term floristic and climatic stability of northern Indochina: Evidence from the Oligocene Ha Long flora, Vietnam	The antiquity of the tropical Asian flora is being revealed by recent detailed work on a number of Cenozoic plant megafossil sites, some of which have been radiometrically dated for the first time, but our knowledge of how the highly diverse modern biota came into being remains poor due to a sparsity of records. In this paper, we describe fossil plant assemblages from the Oligocene Dong Ho Formation of the Ha Long region, northern Vietnam. The Oligocene Ha Long megafossil flora has so far yielded 38 species, including conifers and angiosperms mainly belonging to Fagaceae, Lauraceae and Dipterocarpaceae, all with significant tropical Asian kinship. The Ha Long flora is similar to other Paleogene floras from southern China, especially those from the Pan Gulf of Tonkin region. The Ha Long floral composition is typical of a tropical-subtropical ecotone and the vegetation is reconstructed as a lowland tropical evergreen forest mixed with calcicole (limestone-loving) taxa. These taxa and the vegetation type they comprise still exist in this area. Palaeoclimate reconstruction made using both the Coexistence Approach and the Climate Leaf Analysis Multivariate Program indicate a mean annual temperature of ~20 °C, a coldest month mean temperature around 10 °C, and yearly precipitation averaging almost 2000 mm. These results suggest a warm and humid peripheral tropical environment. Floristic and climatic comparison within the Ha Long and other southern China palaeofloras reveals a long-term environmental, floristic and vegetational stability in this region since the Paleogene. This long-maintained plant diversity also provided a source for populating the East Asian flora and vegetation after the late Paleogene East Asian arid belt retreat	['SDG13', 'SDG15']
479004898	Techno-Legal Supertoys: Smart Contracts and the Fetishization of Legal Certainty	Smart Legal Contracts: Computable Law in Theory and Practice is a landmark investigation into one of the most important trends at the interface of law and technology: the effort to harness emerging digital technologies to change the way that parties form and perform contracts. While developments in distributed ledger technology have brought the topic of 'smart contracts' into the mainstream of legal attention, this volume takes a broader approach to ask how computers can be used in the contracting process.This book assesses how contractual promises are expressed in software and how code-based artefacts can be incorporated within more conventional legal structures. With incisive contributions from members of the judiciary, legal scholars, practitioners, and computer scientists, this book sets out to frame the borders of an emerging area of law and start a more productive dialogue between the various disciplines involved in the evolution of contracts as software. It provides the first step towards a more disciplined approach to computational contracts that avoids the techno-legal ambiguities of 'smart contracts' and reveals an emerging taxonomy of approaches to encoding contracts in whole or in part. Conceived and written during a time when major legal systems began to engage with the advent of contracts in computable form, and aimed at a fundamental level of enquiry, this collection will provide essential insight into future trends and will provide a point of orientation for future scholarship and innovation	['SDG16', 'SDG09']
565843280	The Implications of Large Language Models for CS Teachers and Student	The introduction of Large Language Models (LLMs) has generated a significant amount of excitement both in industry and among researchers. Recently, tools that leverage LLMs have made their way into the classroom where they help students generate code and help instructors generate learning materials. There are likely many more uses of these tools -- both beneficial to learning and possibly detrimental to learning. To help ensure that these tools are used to enhance learning, educators need to not only be familiar with these tools, but with their use and potential misuse. The goal of this BoF is to raise awareness about LLMs and to build a learning community around their use in computing education. Aligned with this goal of building an inclusive learning community, our BoF is led by globally distributed discussion leaders, including undergraduate researchers, to facilitate multiple coordinated discussions that can lead to a broader conversation about the role of LLMs in CS education	['SDG09', 'SDG04']
591441730	Confidentiality: a pocket guide for nursing and health care	In some ways confidentiality is a bit of a legal oddity and conundrum in health care. This is because it is something that all health care practitioners are required by their regulatory body to uphold, and there are very good reasons why they should do so, patients expect it to happen, and health care practitioners themselves believe that they have to maintain it; yet there is no absolute obligation on a health are practitioner to keep a patient’s information confidential. This book is a handy pocket-sized guide to confidentiality that clarifies the obligations that a health care practitioner has to their patient and the patient’s personal information. It places confidentiality in the clinical setting and relates the concepts underlying confidentiality and the principles of confidentiality to your practice	['SDG16', 'SDG03']
591441828	Material Setting and Reform Experience in English Institutions for Fallen Women, 1838-1910	Tracing the history of four English case studies, this book explores how, from outward appearance to interior furnishings, the material worlds of reform institutions for ‘fallen’ women reflected their moral purpose and shaped the lived experience of their inmates. Variously known as asylums, refuges, magdalens, penitentiaries, Houses or Homes of Mercy, the goal of such institutions was the moral ‘rehabilitation’ of unmarried but sexually experienced ‘fallen’ women. Largely from the working-classes, such women – some of whom had been sex workers – were represented in contradictory terms. Morally tainted and a potential threat to respectable family life, they were also worthy of pity and in need of ‘saving’ from further sin. Fuelled by rising prostitution rates, from the early decades of the nineteenth century the number of moral reform institutions for ‘fallen’ women expanded across Britain and Ireland. Through a programme of laundry, sewing work and regular religious instruction, the period of institutionalisation and moral re-education of around two years was designed to bring about a change in behaviour, readying inmates for economic self-sufficiency and re-entry into society in respectable domestic service. To achieve their goal, institutional authorities deployed an array of ritual, material, religious and disciplinary tools, with mixed results	['SDG05', 'SDG10']
591441754	Towards a post-imperial and Global IR?: Revisiting Khatami’s Dialogue among Civilisations	This article argues that Dialogue among Civilisations can be put forward as a crucial contribution to debates addressing IR’s Eurocentrism. It highlights the blurring of West/non-West, domestic/international, and imperial/post-imperial bifurcations. This is evident in three ways. First, Dialogue among Civilisations needs to be appreciated in Iran’s wider historical context and its multifaceted intellectual heritages. This demonstrates that the idea of the West as distinctly different from the East is problematic because of engagement between Iran and the so-called West. Second, Khatami’s intellectual endeavours are based on a simultaneous engagement with Western political thought, Islamic philosophy, and the idea of Ancient Iran. Finally, the notion itself reflects an internal dialogue whereby Western civilisation along with Islam and Iran’s pre-Islamic heritages are considered integral to Iranian political culture. Furthermore, it is an aspiration for how post-colonial Muslim societies can engage with colonial power while maintaining a post-colonial authenticity. Our contention is that an in-depth understanding of Iran alongside a revisiting of Khatami’s Dialogue among Civilisations can act as a means of bringing the perspective of the ‘other’ into debates on the international and our epistemological and ontological understanding of the West	['SDG10', 'SDG16']
543078030	Disturbance indicator values for European plants	Motivation: Indicator values are numerical values used to characterize the ecological niches of species and to estimate their occurrence along gradients. Indicator values on climatic and edaphic niches of plant species have received considerable attention in ecological research, whereas data on the optimal positioning of species along disturbance gradients are less developed. Here, we present a new data set of disturbance indicator values identifying optima along gradients of natural and anthropogenic disturbance for 6382 vascular plant species based on the analysis of 736,366 European vegetation plots and using expert-based characterization of disturbance regimes in 236 habitat types. The indicator values presented here are crucial for integrating disturbance niche optima into large-scale vegetation analyses and macroecological studies.Main types of variables contained: We set up five main continuous indicator values for European vascular plants: disturbance severity, disturbance frequency, mowing frequency, grazing pressure and soil disturbance. The first two indicators are provided separately for the whole community and for the herb layer. We calculated the values as the average of expert-based estimates of disturbance values in all habitat types where a species occurs, weighted by the number of plots in which the species occurs within a given habitat type.Spatial location and grain:Europe. Vegetation plots ranging in size from 1 to 1000 m2.Time period and grain: Vegetation plots mostly sampled between 1956 and 2013 (= 5th and 95th quantiles of the sampling year, respectively).Major taxa and level of measurement:Species-level indicator values for vascular plants.Software format:csv file	['SDG15']
543078028	Migrants as “dissonant harmony-seekers” and migrant life in “foam”	PurposeMigration of the Turkish new middle-class – high-skilled, well-educated, young professionals – has been growing in recent years. This paper explores their migration experience and discusses the role of physical and virtual bubbles in the formation of transnational communities and processes of adjustment to a new place.Design/methodology/approachThis paper is based on a qualitative inquiry collecting data via semi-structured interviews with 18 London-based Turkish migrants and a digital ethnographic study of three Facebook groups that bring together the Turkish migrant community in Richmond, London.FindingsFindings indicate that the migration of the new middle class differs conceptually from existing typologies. The paper proposes the concept of “dissonant harmony-seekers” and elaborates on their interactions to demonstrate that, in the Internet age, the traditional image of migrants living in isolated localised bubbles is no longer accurate. Findings also indicate a pragmatic and functional engagement with the bubbles, with migrants sporadically interacting with the bubbles to meet their individual needs in information, education and employment. Originality/valueThis paper contributes to the literature with the concept of dissonant harmony-seekers, which will gain more visibility in a world where the trend of democratic decline and rising authoritarianism will motivate a migratory move for people who confront a moral dissociation from the civil order in their homeland. The engagement of dissonant harmony-seekers with migrant communities challenges the conventional thinking that social identity is central to creating and maintaining bubbles. The other contribution of the paper to the literature is the metaphor of “foam” to capture the ephemeral and fugacious nature of the dynamics of migrant communities and practices	['SDG16', 'SDG10', 'SDG11']
565843302	Understanding Factors Associated with Burnout Symptoms amongst Investigators working on Rape and Serious Sexual Offence (RASSO) investigations in England and Wales	Prolonged stress leading to job-related burnout is of increasing interest in policing. Police officers involved in rape and serious sexual offences (RASSO) investigations experience heightened scrutiny alongside increased forensic demands whilst providing an accountable, victim-orientated service. The objective of the study was to examine correlates associated with burnout symptoms [emotional exhaustion (EE), depersonalization and lack of personal accomplishment (PA)]. RASSO investigators (n = 538) completed a cross-sectional online survey across five police force areas in England and Wales. Measures were screened using the Least Absolute Shrinkage and Selection Operator method, and three regression models were run against the three outcome measures. Excessive job demands encompassing workload, work–life balance and team pressures from colleagues and managers were strongly related to EE and DP. Male officers reported elevated levels of depersonalization. The learning climate was associated with all three burnout measures. The findings suggest that creating an effective learning environment for RASSO investigations and establishing effective organizational health policies to enhance team cohesion can reduce burnout. Further work is required to understand male officers’ higher levels of depersonalization	['SDG08', 'SDG03']
478833172	Earnings Management and Financial Reporting Fraud: Can External Auditors Spot the Difference?	The aim of this paper is to increase external auditors’ knowledge about earnings management and help them spot the difference between earnings management and financial reporting fraud. A thorough literature review was undertaken to achieve the paper’s aim. The secondary data used in this paper was obtained from different databases like Ebscohost, Business Search Premier, Academic Search Premier, Emerlad, Sciencedirect, and Jstor. The current paper suggests a new approach and way of thinking for external auditors that might help them in spotting the difference between earnings management and fraud. This new approach calls for the importance of considering management’s motives which is the main driver for all fraudulent activities. A set of recommendations for external auditors, researchers, and standards’ setters are provided in this paper. External auditors have to view external auditing in terms of the audit of motivations. Standards’ setters should provide external auditors with more guidelines regarding the audit of management’s motives. More research is still needed in management’s motives and integrity	['SDG16', 'SDG08']
590242830	Curriculum design	Framed by notions of language and what language education aims to achieve, this chapter explores issues around curriculum design for language learning. It asks what language learners may want to communicate and to whom, and how we can establish a framework which will support the development of understanding and competencies that are relevant in a global society. The chapter looks at current practice in UK Higher Education and discusses how language curricula are influenced by trends and policies, and further shaped by documents such as the revised Common European Framework, which is now taking account of mediation skills and plurilingual practices. In a case study, it critically explores the introduction and continued development of a new curriculum framework at the UK’s largest university, The Open University, between 2014 and 2023. Key issues include static versus more process-oriented approaches to curriculum design, the integration of a wide range of skills into language curricula, ongoing discussions around ‘content’ and ‘language’ teaching in Higher Education, and the inclusion of learners’ plurilingual repertoires. The strive to ‘decolonise the curriculum’ is highly pertinent for languages provisions and it seems essential to reflect on what languages are being offered and for what purpose, in what ways the field could and should be made more interdisciplinary and how diversity can be built into the curriculum itself	['SDG04']
590242828	Equity, diversity, and inclusion in open education: A systematic literature review	Equity, diversity, and inclusion (EDI) and open education are key areas in the current development of educational systems internationally. However, little is known about the general perspective of what has been addressed about EDI in open educational contexts to date. To address this gap, this paper presents a systematic literature review of 15 papers where we examined the current state of the art and the main suggestions for EDI implementation. Results indicate that practitioners should involve all stakeholders, including institutions, faculty members, and students, in EDI development to enhance open educational practices as well as in the cocreation of open educational resources which need to consider culture, language, and location, among others. This review of literature contributes an evidence base to support the future development and adoption of EDI in open educational contexts by organizing relevant literature into coherent themes that can inform future research	['SDG04']
493194119	Ethical tension in working with stakeholders	This chapter presents a debate about the ethical tension and conflict that can arise from working with multiple and diverse stakeholders in the context of social marketing. The practice of social marketing has always involved some degree of collaboration between social marketers and a range of different stakeholders. Stakeholder interactions include building relationships with funding agencies to gather the resources needed to support social marketing programmes, working with advertising and other related agencies to develop marketing communications strategies and materials, and engaging with target audiences to understand their needs and implement citizen-centric behaviour change strategies. Responsibilities and objectives for all stakeholders need to be identified, and processes need to be established to enforce appropriate accountabilities by regulating agencies. The chapter reviews McHugh, Domegan, and Duane’s understanding of a social marketing system as “a multiplicity of people and stakeholder groups interacting to create patterns of behaviours, choices, and values over time in a dynamic macro–micro context”	['SDG17']
479296206	HAR1: an insight into lncRNA genetic evolution	Long noncoding RNAs (lncRNAs) have a wide range of functions in health and disease, but many remain uncharacterized because of their complex expression patterns and structures. The genetic loci encoding lncRNAs can be subject to accelerated evolutionary changes within the human lineage. HAR1 is a region that has a significantly altered sequence compared to other primates and is a component of two overlapping lncRNA loci, HAR1A and HAR1B. Although the functions of these lncRNAs are unknown, they have been associated with neurological disorders and cancer. Here, we explore the current state of understanding of evolution in human lncRNA genes, using the HAR1 locus as the case study	['SDG03']
478268179	Comparing short and long-distance dispersal: Modelling and field case studies	Dispersal is a factor of great importance in determining a species spatial distribution. Short distance dispersal (SDD) and long distance dispersal (LDD) strategies yield very different spatial distributions. In this paper we compare spatial spread patterns from SDD and LDD simulations, contrast them with patterns from field data, and assess the significance of biological and population traits.Simulated SDD spread using an exponential function generates a single circular patch with a well-defined invasion front showing a travelling-wave structure. The invasive spread is relatively slow as it is restricted to reproductive individuals occupying the outer zone of the circular patch. As a consequence of this dispersal dynamics, spread is slower than spread generated by LDD. In contrast, the early and fast invasion of the entire habitat mediated by power law LDD not only involves a significantly greater invasion velocity, but also an entirely different habitat occupation. As newly dispersed individuals soon reach very distant portions of the habitat as well as the vicinity of the original dispersal focus, new growing patches are generated while the main patch increases its own growth absorbing the closest patches. As a consequence of both dispersal and lower density dependence, growth of the occupied area is much faster than with SDD.SDD and LDD also differ regarding pattern generation. With SDD, fractal patterns appear only in the border of the invasion front in SDD when competitive interaction with residents is included. In contrast, LDD patterns show fractality both in the spatial arrangements of patches as well as in patch borders. Moreover, values of border fractal dimension inform on the dispersal process in relation with habitat heterogeneity. The distribution of patch size is also scale-free, showing two power laws characteristic of small and large patch sizes directly arising from the dispersal and reproductive dynamics.Ecological factors like habitat heterogeneity are relevant for dispersal, although its importance is greater for SDD, lowering the invasion velocity. Among the life history traits considered, adult mortality, the juvenile bank and mean dispersal distance are the most relevant for SDD. For LDD, habitat heterogeneity and changes in life history traits are not so relevant, causing minor changes in the values of the scale-free parameters.Our work on short and long distance dispersal shows novel theoretical differences between SDD and LDD in invasive systems (mechanisms of pattern formation, fractal and scaling properties, relevance of different life history traits and habitat variables) that correspond closely with field examples and were not analyzed, at least in this degree of detail, by the previously existing models	['SDG15']
477971427	Luck in Food Finding Affects Individual Performance and Population Trajectories	Energy harvesting by animals is important because it provides the power needed for all metabolic processes. Beyond this, efficient food finding enhances individual fitness [1] and population viability [2], although rates of energy accumulation are affected by the environment and food distribution. Typically, differences between individuals in the rate of food acquisition are attributed to varying competencies [3], even though food-encounter rates are known to be probabilistic [4]. We used animal-attached technology to quantify food intake in four disparate free-living vertebrates (condors, cheetahs, penguins, and sheep) and found that inter-individual variability depended critically on the probability of food encounter. We modeled this to reveal that animals taking rarer food, such as apex predators and scavengers, are particularly susceptible to breeding failure because this variability results in larger proportions of the population failing to accrue the necessary resources for their young before they starve and because even small changes in food abundance can affect this variability disproportionately. A test of our model on wild animals indicated why Magellanic penguins have a stable population while the congeneric African penguin population has declined for decades. We suggest that such models predicting probabilistic ruin can help predict the fortunes of species operating under globally changing conditions	['SDG14', 'SDG15']
